Cluster,OLS_Slope,OLS_p_value,OLS_Significant,R_squared,Theil_Slope,Kendall_tau,Kendall_p_value,Kendall_Significant,Change_%_original,Change_%_vs_mean,Days_per_decade,Mean_frequency
0,-0.1652959155320923,0.021031958906524872,True,0.08842742608910514,-0.20842236538363312,-0.24099277106302244,0.007301505156725161,True,-14.114995254666248,-15.186803555245438,-1.652959155320923,64.21666666666667
1,0.12420116699083082,0.3272052330518014,False,0.016554987051987324,0.20351632425713523,0.10658723159249238,0.23262675532712718,False,14.25579640043799,13.30726789187473,1.2420116699083081,55.06666666666667
2,0.028424562378438423,0.728207914850862,False,0.00209794791237905,0.040044280364289676,0.05084577127869526,0.5698767420915342,False,4.439205022130937,4.342811861013043,0.2842456237843842,38.61666666666667
3,0.43553764934704103,2.9326729933387696e-09,True,0.4579343134066687,0.3334014496353247,0.5017656181974126,2.2076894277691883e-08,True,35.7552901101742,30.33254532143468,4.35537649347041,84.71666666666667
4,-0.4525701583773271,0.00024592509784104877,True,0.20843438700733763,-0.5838476634476663,-0.32727801008283036,0.00023758721427781423,True,-53.17199503797689,-72.42759315803517,-4.525701583773271,36.86666666666667
5,0.10464017782717425,0.2842120907646517,False,0.0197463977038973,0.012070736771623127,0.07086177071573685,0.42855395115159334,False,15.238943066402307,14.160024063768995,1.0464017782717425,43.6
6,-0.07368713531536544,0.436443530880938,False,0.010476694102167006,-0.05425429606395618,-0.06415268177866462,0.4743945748108215,False,-9.804912315295233,-10.310373874165764,-0.7368713531536544,42.166666666666664
