year,month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2011,7,0,0,0,8,0,0,0,0,0,23,0,0,0,0,0
2011,8,0,0,0,11,0,0,0,0,0,20,0,0,0,0,0
2011,9,0,0,18,9,0,0,0,0,0,1,0,0,0,0,2
2011,10,2,0,7,0,0,0,0,5,10,0,0,2,4,0,1
2011,11,0,3,0,0,6,0,0,5,1,0,0,14,0,1,0
2011,12,0,0,0,0,7,17,0,0,0,0,0,0,0,7,0
2012,1,0,9,0,0,6,10,3,0,0,0,0,0,0,3,0
2012,2,0,4,0,0,7,4,14,0,0,0,0,0,0,0,0
2012,3,2,4,0,0,13,0,4,0,0,0,0,8,0,0,0
2012,4,17,0,0,0,0,1,1,10,0,0,1,0,0,0,0
2012,5,1,0,3,0,0,0,0,12,1,0,0,0,7,0,7
2012,6,0,0,4,21,0,0,0,0,0,0,0,0,5,0,0
2012,7,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0
2012,8,0,0,2,13,0,0,0,0,0,16,0,0,0,0,0
2012,9,0,0,13,12,0,0,0,0,0,2,0,0,3,0,0
2012,10,6,0,7,0,0,0,0,9,1,0,0,0,7,0,1
2012,11,9,0,0,0,0,0,0,4,14,0,0,0,0,3,0
2012,12,2,7,0,0,0,4,5,0,0,0,2,0,0,11,0
2013,1,0,8,0,0,5,2,3,0,0,0,7,0,0,6,0
2013,2,0,12,0,0,0,6,6,0,0,0,0,4,0,0,0
2013,3,0,0,0,0,0,0,2,0,0,0,28,0,0,1,0
2013,4,8,0,0,0,0,0,0,2,13,0,5,0,0,2,0
2013,5,0,0,2,0,0,0,0,16,0,0,0,0,1,0,12
2013,6,0,0,4,8,0,0,0,0,0,7,0,0,0,0,11
2013,7,0,0,0,6,0,0,0,0,0,25,0,0,0,0,0
2013,8,0,0,0,12,0,0,0,0,0,19,0,0,0,0,0
2013,9,0,0,8,7,0,0,0,0,0,7,0,0,8,0,0
2013,10,0,0,5,0,0,0,0,3,9,0,0,0,7,0,7
2013,11,6,0,0,0,0,0,5,0,17,0,0,2,0,0,0
2013,12,0,0,0,0,11,4,2,0,0,0,0,0,0,14,0
2014,1,0,9,0,0,0,0,0,0,0,0,5,0,0,17,0
2014,2,1,2,0,0,0,0,0,0,0,0,0,0,0,25,0
2014,3,1,1,0,0,6,4,0,0,1,0,0,9,0,9,0
2014,4,1,0,0,0,0,0,0,7,12,0,2,5,3,0,0
2014,5,0,0,2,0,0,0,0,4,5,0,0,0,7,0,13
2014,6,0,0,0,10,0,0,0,0,0,3,0,0,8,0,9
2014,7,0,0,0,4,0,0,0,0,0,27,0,0,0,0,0
2014,8,0,0,0,19,0,0,0,0,0,12,0,0,0,0,0
2014,9,0,0,5,2,0,0,0,0,0,15,0,0,4,0,4
2014,10,0,0,11,0,0,0,0,6,10,0,0,1,1,0,2
2014,11,1,4,0,0,0,0,0,11,4,0,0,10,0,0,0
2014,12,2,2,0,0,3,15,3,1,2,0,0,0,0,3,0
2015,1,5,1,0,0,10,9,0,0,0,0,0,0,0,6,0
2015,2,0,2,0,0,10,5,7,0,0,0,0,0,0,4,0
2015,3,2,6,0,0,7,3,2,0,3,0,0,3,0,5,0
2015,4,1,0,0,0,3,2,1,5,7,0,0,11,0,0,0
2015,5,0,0,14,0,0,0,0,7,4,0,0,0,6,0,0
2015,6,0,0,9,14,0,0,0,0,0,4,0,0,3,0,0
2015,7,0,0,0,22,0,0,0,0,0,9,0,0,0,0,0
2015,8,0,0,0,4,0,0,0,0,0,27,0,0,0,0,0
2015,9,0,0,4,13,0,0,0,0,0,5,0,0,0,0,8
2015,10,0,0,5,0,0,0,0,0,5,0,0,4,5,0,12
2015,11,5,0,4,0,1,2,0,0,16,0,0,0,0,2,0
2015,12,0,3,0,0,18,1,0,0,5,0,0,0,0,4,0
2016,1,0,4,0,0,6,1,2,0,0,0,16,0,0,2,0
2016,2,6,0,0,0,2,5,0,1,2,0,3,0,0,10,0
2016,3,9,5,0,0,0,1,4,0,1,0,1,4,0,6,0
2016,4,10,0,0,0,0,0,0,13,3,0,0,0,4,0,0
2016,5,0,0,2,0,0,0,0,11,0,0,0,0,7,0,11
2016,6,0,0,0,13,0,0,0,0,0,8,0,0,4,0,5
2016,7,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0
2016,8,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0
2016,9,0,0,12,5,0,0,0,0,0,9,0,0,0,0,4
2016,10,0,0,5,0,0,0,0,2,2,0,0,2,4,0,16
2016,11,11,0,0,0,0,0,3,3,6,0,0,4,2,1,0
2016,12,0,5,0,0,14,0,4,0,2,0,0,6,0,0,0
2017,1,0,14,0,0,1,5,11,0,0,0,0,0,0,0,0
2017,2,0,7,0,0,2,5,4,0,0,0,0,4,0,6,0
2017,3,3,0,0,0,2,3,0,0,10,0,2,5,0,6,0
2017,4,14,0,0,0,0,1,0,3,5,0,0,5,2,0,0
2017,5,1,0,6,0,0,0,0,4,0,0,0,1,5,0,14
2017,6,0,0,12,14,0,0,0,0,0,3,0,0,1,0,0
2017,7,0,0,0,17,0,0,0,0,0,14,0,0,0,0,0
2017,8,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0
2017,9,0,0,1,16,0,0,0,0,0,4,0,0,0,0,9
2017,10,0,0,16,0,0,0,0,0,3,0,0,0,12,0,0
2017,11,11,0,0,0,1,1,1,1,11,0,0,0,2,2,0
2017,12,8,2,0,0,6,5,3,0,0,0,1,0,0,6,0
2018,1,2,6,0,0,6,9,0,0,0,0,0,0,0,8,0
2018,2,4,8,0,0,1,2,5,0,0,0,0,0,0,8,0
2018,3,1,0,0,0,0,4,3,0,0,0,19,0,0,4,0
2018,4,1,0,0,0,0,0,0,17,7,0,2,0,0,1,2
2018,5,0,0,6,0,0,0,0,7,0,0,0,0,0,0,18
2018,6,0,0,8,9,0,0,0,0,0,9,0,0,2,0,2
2018,7,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
2018,8,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0
2018,9,0,0,15,0,0,0,0,0,0,10,0,0,5,0,0
2018,10,3,0,16,0,0,0,0,3,0,0,0,0,8,0,1
2018,11,0,2,1,0,0,0,0,11,2,0,2,11,0,1,0
2018,12,0,9,0,0,7,2,1,0,6,0,0,2,0,4,0
2019,1,0,0,0,0,0,17,13,0,0,0,0,0,0,1,0
2019,2,0,4,0,0,11,1,0,0,0,0,0,2,0,10,0
2019,3,3,0,0,0,10,4,3,0,0,0,2,0,0,9,0
2019,4,2,1,0,0,1,0,0,6,0,0,0,17,0,0,3
2019,5,4,0,5,0,0,0,0,5,0,0,0,0,8,0,9
2019,6,0,0,5,8,0,0,0,0,0,15,0,0,0,0,2
2019,7,0,0,0,13,0,0,0,0,0,18,0,0,0,0,0
2019,8,0,0,0,13,0,0,0,0,0,18,0,0,0,0,0
2019,9,0,0,2,14,0,0,0,0,0,5,0,0,5,0,4
2019,10,0,0,11,0,0,0,0,4,3,0,0,0,13,0,0
2019,11,12,0,0,0,0,0,0,13,5,0,0,0,0,0,0
2019,12,1,3,0,0,4,2,1,0,5,0,0,1,0,14,0
2020,1,0,0,0,0,16,1,1,0,0,0,0,1,0,12,0
2020,2,0,2,0,0,2,6,2,0,0,0,0,0,0,17,0
2020,3,3,6,0,0,4,2,2,0,1,0,0,1,0,12,0
2020,4,2,0,0,0,0,2,1,2,5,0,1,15,2,0,0
2020,5,0,0,7,0,0,0,0,3,0,0,0,0,18,0,3
2020,6,0,0,0,8,0,0,0,0,0,17,0,0,1,0,4
2020,7,0,0,0,21,0,0,0,0,0,10,0,0,0,0,0
2020,8,0,0,0,11,0,0,0,0,0,20,0,0,0,0,0
2020,9,0,0,10,10,0,0,0,0,0,8,0,0,0,0,2
2020,10,0,0,5,2,0,0,0,7,4,0,0,0,6,0,7
2020,11,0,1,0,0,4,0,0,0,17,0,0,6,2,0,0
2020,12,11,4,0,0,1,2,2,0,10,0,0,0,0,1,0
